"","Tattoo","Eimeria","Isospora","Fleas","Lice","Ticks","Sex","fYear","Year","Month","Age","AgeCat","X","Y","Degree","Strength","GroupSize","LifetimeDensity","TrappingDensity","AnnualDensity","Survived","BCI"
"166","74",NA,NA,0,0,0,"Male","1989",1989,"06",10,"A",189,45,18,24,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,0,NA
"167","D",NA,NA,0,0,0,"Female","1989",1989,"06",2,"A",174,44,7,11,8,4.88481423321562e-05,0.000126372047344651,1.61656297549772e-05,1,NA
"168","4",NA,NA,0,0,0,"Male","1989",1989,"06",2,"A",96,58,23,25,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"169","134",NA,NA,0,0,0,"Female","1989",1989,"06",1,"Y",108,10,13,13,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"170","162",NA,NA,0,0,0,"Female","1989",1989,"06",0,"C",82,75,14,20,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,1,NA
"171","163",NA,NA,0,0,0,"Female","1989",1989,"06",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"172","164",NA,NA,0,0,0,"Female","1989",1989,"06",0,"C",82,75,14,20,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,0,NA
"173","119",NA,NA,0,0,0,"Male","1989",1989,"06",9,"A",82,75,16,16,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,0,NA
"174","121",NA,NA,0,0,0,"Female","1989",1989,"06",4,"A",82,75,14,20,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,1,NA
"175","74",NA,NA,0,0,0,"Male","1989",1989,"06",10,"A",174,44,18,24,8,4.88481423321562e-05,0.000126372047344651,1.61656297549772e-05,0,NA
"176","95",NA,NA,0,0,0,"Male","1989",1989,"06",2,"A",174,44,7,11,8,4.88481423321562e-05,0.000126372047344651,1.61656297549772e-05,1,NA
"177","181",NA,NA,0,0,0,"Male","1989",1989,"06",0,"C",108,10,25,33,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"178","93",NA,NA,0,0,0,"Male","1989",1989,"06",1,"Y",189,45,20,22,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"179","162",NA,NA,0,0,0,"Female","1989",1989,"06",0,"C",82,75,14,20,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,1,NA
"180","133",NA,NA,0,0,0,"Female","1989",1989,"06",7,"A",108,10,13,13,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"181","68",NA,NA,0,0,0,"Female","1989",1989,"06",10,"A",82,75,18,26,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,1,NA
"182","74",NA,NA,0,0,0,"Male","1989",1989,"06",10,"A",189,45,18,24,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,0,NA
"183","83",NA,NA,0,0,0,"Male","1989",1989,"06",10,"A",174,44,11,17,8,4.88481423321562e-05,0.000126372047344651,1.61656297549772e-05,1,NA
"184","136",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"185","174",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"186","177",NA,NA,0,0,0,"Male","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"187","13",NA,NA,0,0,0,"Male","1989",1989,"07",8,"A",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,0,NA
"188","23",NA,NA,0,0,0,"Male","1989",1989,"07",8,"A",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"189","136",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"190","175",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"191","177",NA,NA,0,0,0,"Male","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"192","96",NA,NA,0,0,0,"Female","1989",1989,"07",1,"Y",259,2,1,1,2,2.20393948279513e-05,1.13205726806677e-05,6.47108445066735e-06,1,NA
"193","182",NA,NA,0,0,0,"Male","1989",1989,"07",0,"C",96,58,12,12,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"194","D",NA,NA,0,0,0,"Female","1989",1989,"07",2,"A",189,45,7,11,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"195","93",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",189,45,20,22,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"196","162",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"197","163",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"198","165",NA,NA,0,0,0,"Female","1989",1989,"07",1,"Y",108,10,13,13,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"199","166",NA,NA,0,0,0,"Female","1989",1989,"07",6,"A",108,10,13,13,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"200","70",NA,NA,0,0,0,"Male","1989",1989,"07",8,"A",96,58,23,25,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"201","74",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",189,45,18,24,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,0,NA
"202","76",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",174,44,21,30,8,4.88481423321562e-05,0.000126372047344651,1.61656297549772e-05,1,NA
"203","83",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",131,85,11,17,19,1.7987562472653e-05,2.60259449841466e-05,1.93846458321846e-05,1,NA
"204","163",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"205","140",NA,NA,0,0,0,"Female","1989",1989,"07",7,"A",108,10,18,19,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"206","165",NA,NA,0,0,0,"Female","1989",1989,"07",1,"Y",108,10,13,13,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"207","74",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",174,44,18,24,8,4.88481423321562e-05,0.000126372047344651,1.61656297549772e-05,0,NA
"208","76",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",108,10,21,30,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"209","9",NA,NA,0,0,0,"Male","1989",1989,"07",3,"A",96,58,16,18,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"210","6",NA,NA,0,0,0,"Female","1989",1989,"07",3,"A",96,58,21,25,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"211","D",NA,NA,0,0,0,"Female","1989",1989,"07",2,"A",189,45,7,11,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"212","93",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",189,45,20,22,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"213","162",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"214","163",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"215","164",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,0,NA
"216","67",NA,NA,0,0,0,"Female","1989",1989,"07",8,"A",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"217","74",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",108,10,18,24,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,0,NA
"218","83",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",174,44,11,17,8,4.88481423321562e-05,0.000126372047344651,1.61656297549772e-05,1,NA
"219","113",NA,NA,1,1,0,"Male","1989",1989,"07",1,"Y",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"220","153",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"221","158",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"222","159",NA,NA,0,0,0,"Male","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"223","169",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",44,62,1,1,20,2.39731741123772e-05,2.40386731067774e-05,3.37362834898696e-05,1,NA
"224","20",NA,NA,1,1,0,"Female","1989",1989,"07",3,"A",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"225","153",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"226","154",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"227","155",NA,NA,0,0,0,"Male","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"228","57",NA,NA,0,0,0,"Female","1989",1989,"07",2,"A",47,135,8,10,12,3.97476914904642e-05,6.34467079537609e-05,3.43213565080239e-05,1,NA
"229","175",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"230","178",NA,NA,0,0,0,"Male","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"231","48",NA,NA,0,0,0,"Male","1989",1989,"07",5,"A",44,175,14,15,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"232","33",NA,NA,0,0,0,"Male","1989",1989,"07",2,"A",47,135,8,10,12,3.97476914904642e-05,6.34467079537609e-05,3.43213565080239e-05,1,NA
"233","174",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"234","175",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"235","148",NA,NA,0,0,0,"Male","1989",1989,"07",6,"A",47,135,8,8,12,3.97476914904642e-05,6.34467079537609e-05,3.43213565080239e-05,0,NA
"236","170",NA,NA,0,0,0,"Female","1989",1989,"07",3,"A",24,156,0,0,14,3.90491493670597e-05,4.29995399207392e-05,2.94481064440599e-05,1,NA
"237","48",NA,NA,0,0,0,"Male","1989",1989,"07",5,"A",34,121,14,15,12,3.41249111859862e-05,5.15906714533065e-05,3.30493881731055e-05,1,NA
"238","56",NA,NA,0,0,0,"Male","1989",1989,"07",5,"A",47,135,21,23,12,3.97476914904642e-05,6.34467079537609e-05,3.43213565080239e-05,0,NA
"239","104",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",107,199,9,11,9,3.43252525557025e-05,5.35954643723891e-05,2.44414590617254e-05,1,NA
"240","118",NA,NA,0,0,0,"Female","1989",1989,"07",5,"A",107,199,9,11,9,3.43252525557025e-05,5.35954643723891e-05,2.44414590617254e-05,1,NA
"241","41",NA,NA,0,0,0,"Female","1989",1989,"07",8,"A",107,199,8,8,9,3.43252525557025e-05,5.35954643723891e-05,2.44414590617254e-05,1,NA
"242","104",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",107,199,9,11,9,3.43252525557025e-05,5.35954643723891e-05,2.44414590617254e-05,1,NA
"243","172",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",133,182,0,0,6,3.40255574578346e-05,4.1738942819679e-05,1.58864632187254e-05,1,NA
"244","143",NA,NA,0,0,0,"Male","1989",1989,"07",2,"A",107,199,8,8,9,3.43252525557025e-05,5.35954643723891e-05,2.44414590617254e-05,1,NA
"245","70",NA,NA,0,0,0,"Male","1989",1989,"07",8,"A",96,58,23,25,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"246","83",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",189,45,11,17,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"247","6",NA,NA,2,2,0,"Female","1989",1989,"07",3,"A",189,45,21,25,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"248","93",NA,NA,1,1,0,"Male","1989",1989,"07",1,"Y",108,10,20,22,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"249","162",NA,NA,2,1,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"250","67",NA,NA,1,1,0,"Female","1989",1989,"07",8,"A",82,75,14,20,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,1,NA
"251","74",NA,NA,2,1,0,"Male","1989",1989,"07",10,"A",189,45,18,24,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,0,NA
"252","181",NA,NA,1,2,0,"Male","1989",1989,"07",0,"C",96,58,25,33,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"253","D",NA,NA,1,1,0,"Female","1989",1989,"07",2,"A",189,45,7,11,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"254","4",NA,NA,1,2,0,"Male","1989",1989,"07",2,"A",108,10,23,25,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"255","93",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",108,10,20,22,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"256","134",NA,NA,1,2,0,"Female","1989",1989,"07",1,"Y",108,10,13,13,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"257","163",NA,NA,2,1,0,"Female","1989",1989,"07",0,"C",82,75,14,20,15,1.95671261934994e-05,4.170252311001e-05,3.03304979976258e-05,1,NA
"258","164",NA,NA,1,1,0,"Female","1989",1989,"07",0,"C",96,58,14,20,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,0,NA
"259","168",NA,NA,1,1,0,"Female","1989",1989,"07",0,"C",96,58,12,12,15,1.6231890287148e-05,3.01356664406397e-05,3.32762738952721e-05,1,NA
"260","74",NA,NA,0,0,0,"Male","1989",1989,"07",10,"A",108,10,18,24,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,0,NA
"261","111",NA,NA,1,1,0,"Male","1989",1989,"07",1,"Y",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"262","136",NA,NA,3,2,1,"Male","1989",1989,"07",1,"Y",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"263","152",NA,NA,1,1,0,"Male","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"264","153",NA,NA,1,1,1,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"265","154",NA,NA,1,1,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"266","20",NA,NA,2,1,0,"Female","1989",1989,"07",3,"A",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"267","60",NA,NA,1,1,1,"Female","1989",1989,"07",5,"A",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"268","113",NA,NA,2,1,0,"Male","1989",1989,"07",1,"Y",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"269","136",NA,NA,0,0,0,"Male","1989",1989,"07",1,"Y",115,116,4,4,5,1.7362543649845e-05,4.6658757645433e-05,1.68591195398728e-05,1,NA
"270","153",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"271","154",NA,NA,0,0,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"272","159",NA,NA,1,1,0,"Male","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"273","183",NA,NA,1,1,0,"Female","1989",1989,"07",0,"C",21,77,17,17,20,2.67548073681436e-05,4.4658353416575e-05,4.33230484355856e-05,1,NA
"274","9",NA,NA,2,2,0,"Male","1989",1989,"07",3,"A",131,85,16,18,19,1.7987562472653e-05,2.60259449841466e-05,1.93846458321846e-05,1,NA
"275","177",NA,NA,1,1,0,"Male","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"276","178",NA,NA,1,1,0,"Male","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"277","184",NA,NA,1,1,1,"Female","1989",1989,"07",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,0,NA
"278","119",NA,NA,2,0,1,"Male","1989",1989,"07",9,"A",47,135,16,16,12,3.97476914904642e-05,6.34467079537609e-05,3.43213565080239e-05,0,NA
"279","29",NA,NA,1,1,1,"Female","1989",1989,"07",8,"A",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,0,NA
"280","36",NA,NA,1,2,0,"Male","1989",1989,"07",5,"A",48,144,8,10,12,4.29347509408293e-05,5.99541893021521e-05,3.5855435101131e-05,1,NA
"281","175",NA,NA,1,1,0,"Female","1989",1989,"08",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"282","178",NA,NA,0,0,0,"Male","1989",1989,"08",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"283","119",NA,NA,0,0,0,"Male","1989",1989,"08",9,"A",47,135,16,16,12,3.97476914904642e-05,6.34467079537609e-05,3.43213565080239e-05,0,NA
"284","175",NA,NA,0,0,0,"Female","1989",1989,"08",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"285","178",NA,NA,0,0,0,"Male","1989",1989,"08",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"286","184",NA,NA,0,0,0,"Female","1989",1989,"08",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,0,NA
"287","6",NA,NA,0,0,0,"Female","1989",1989,"08",3,"A",189,45,21,25,8,4.47964172011959e-05,9.19135631406246e-05,1.41679891075719e-05,1,NA
"288","93",NA,NA,0,0,0,"Male","1989",1989,"08",1,"Y",108,10,20,22,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,1,NA
"289","74",NA,NA,0,0,0,"Male","1989",1989,"08",10,"A",108,10,18,24,19,1.89842668313835e-05,4.26615370043863e-05,2.30756731751841e-05,0,NA
"290","177",NA,NA,0,0,0,"Male","1989",1989,"08",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,1,NA
"291","184",NA,NA,0,0,0,"Female","1989",1989,"08",0,"C",44,175,12,12,14,3.88936011226331e-05,7.25866006929479e-05,3.2471505221343e-05,0,NA
"292","181",NA,NA,1,1,1,"Male","1990",1990,"06",1,"Y",82,75,12,21,13,1.95671261934994e-05,4.170252311001e-05,3.0644126426557e-05,0,0.642015954252627
"293","182",NA,NA,0,1,0,"Male","1990",1990,"06",1,"Y",96,58,12,21,13,1.6231890287148e-05,3.01356664406397e-05,3.19759326021988e-05,1,-0.124571395353635
"294","168",NA,NA,1,1,0,"Female","1990",1990,"06",1,"Y",82,75,12,21,13,1.95671261934994e-05,4.170252311001e-05,3.0644126426557e-05,1,0.517309527592693
"295","67",NA,NA,2,0,1,"Female","1990",1990,"06",9,"A",96,58,12,21,13,1.6231890287148e-05,3.01356664406397e-05,3.19759326021988e-05,1,0.490732050419889
"296","181",NA,NA,0,0,0,"Male","1990",1990,"06",1,"Y",96,58,12,21,13,1.6231890287148e-05,3.01356664406397e-05,3.19759326021988e-05,0,NA
"297","68",NA,NA,2,0,0,"Female","1990",1990,"06",11,"A",96,58,12,21,13,1.6231890287148e-05,3.01356664406397e-05,3.19759326021988e-05,1,0.17937854674233
"298","192",NA,NA,0,0,0,"Male","1990",1990,"06",0,"C",108,10,9,9,23,1.89842668313835e-05,4.26615370043863e-05,2.28049037842203e-05,1,-1.78966449811063
"299","165",NA,NA,0,1,0,"Female","1990",1990,"06",2,"A",163,43,11,15,1,4.16100522674047e-05,0.000105294550915493,1.9801232028791e-05,0,0.888007765486983
"300","72",NA,NA,2,2,0,"Female","1990",1990,"06",9,"A",122,45,11,15,23,1.55091696049179e-05,1.26447896070632e-05,2.61098734421783e-05,0,0.0130528492594862
"301","152",NA,NA,2,1,1,"Male","1990",1990,"06",1,"Y",44,62,18,23,19,2.39731741123772e-05,2.40386731067774e-05,3.12069271980102e-05,0,0.166494861679409
"302","155",NA,NA,2,1,0,"Male","1990",1990,"06",1,"Y",44,62,22,28,19,2.39731741123772e-05,2.40386731067774e-05,3.12069271980102e-05,0,0.166494861679409
"303","191",NA,NA,0,2,0,"Female","1990",1990,"06",0,"C",122,45,6,6,23,1.55091696049179e-05,1.26447896070632e-05,2.61098734421783e-05,0,-1.94790962358704
"304","193",NA,NA,1,2,0,"Male","1990",1990,"06",0,"C",108,10,9,9,23,1.89842668313835e-05,4.26615370043863e-05,2.28049037842203e-05,1,-2.10595097703412
"305","72",NA,NA,0,0,0,"Female","1990",1990,"06",9,"A",108,10,11,15,23,1.89842668313835e-05,4.26615370043863e-05,2.28049037842203e-05,0,NA
"306","84",NA,NA,2,2,0,"Female","1990",1990,"06",9,"A",108,10,9,9,23,1.89842668313835e-05,4.26615370043863e-05,2.28049037842203e-05,1,-0.0141885287781869
"307","87",NA,NA,2,1,0,"Female","1990",1990,"06",2,"A",21,77,18,18,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,1,0.216559969689876
"308","153",NA,NA,1,1,1,"Female","1990",1990,"06",1,"Y",21,77,18,18,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,1,0.0255930756763227
"309","154",NA,NA,1,1,1,"Female","1990",1990,"06",1,"Y",21,77,18,18,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,1,0.240212926223146
"310","194",NA,NA,1,3,0,"Female","1990",1990,"06",0,"C",47,135,11,11,17,3.97476914904642e-05,6.34467079537609e-05,4.53953597696494e-05,1,-2.94974485067328
"311","195",NA,NA,1,0,0,"Female","1990",1990,"06",0,"C",21,77,18,18,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,0,-0.968452592697623
"312","147",NA,NA,1,1,0,"Male","1990",1990,"06",4,"A",44,62,18,23,19,2.39731741123772e-05,2.40386731067774e-05,3.12069271980102e-05,1,0.542628804945811
"313","87",NA,NA,0,0,0,"Female","1990",1990,"06",2,"A",21,77,18,18,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,1,NA
"314","152",NA,NA,2,0,0,"Male","1990",1990,"06",1,"Y",21,77,18,23,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,0,0.382141795409577
"315","153",NA,NA,0,0,0,"Female","1990",1990,"06",1,"Y",21,77,18,18,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,1,NA
"316","154",NA,NA,0,0,0,"Female","1990",1990,"06",1,"Y",21,77,18,18,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,1,NA
"317","158",NA,NA,1,1,1,"Female","1990",1990,"06",1,"Y",21,77,22,23,19,2.67548073681436e-05,4.4658353416575e-05,3.87431454560227e-05,1,0.192512207151478
"318","159",NA,NA,1,1,1,"Male","1990",1990,"06",1,"Y",44,62,18,23,19,2.39731741123772e-05,2.40386731067774e-05,3.12069271980102e-05,1,0.722804284090771
"319","169",NA,NA,0,0,1,"Female","1990",1990,"06",1,"Y",44,62,18,23,19,2.39731741123772e-05,2.40386731067774e-05,3.12069271980102e-05,0,0.450530307373234
"320","194",NA,NA,0,0,0,"Female","1990",1990,"06",0,"C",47,135,11,11,17,3.97476914904642e-05,6.34467079537609e-05,4.53953597696494e-05,1,NA
"321","181",NA,NA,3,1,0,"Male","1990",1990,"06",1,"Y",82,75,12,21,13,1.95671261934994e-05,4.170252311001e-05,3.0644126426557e-05,0,0.580300631468277
"322","182",NA,NA,1,2,0,"Male","1990",1990,"06",1,"Y",96,58,12,21,13,1.6231890287148e-05,3.01356664406397e-05,3.19759326021988e-05,1,-0.082952932954015
"323","162",NA,NA,2,2,0,"Female","1990",1990,"06",1,"Y",82,75,12,21,13,1.95671261934994e-05,4.170252311001e-05,3.0644126426557e-05,1,0.411459682229847
"324","163",NA,NA,1,0,0,"Female","1990",1990,"06",1,"Y",82,75,12,21,13,1.95671261934994e-05,4.170252311001e-05,3.0644126426557e-05,1,0.0130528492594862
"325","168",NA,NA,1,1,0,"Female","1990",1990,"06",1,"Y",96,58,12,21,13,1.6231890287148e-05,3.01356664406397e-05,3.19759326021988e-05,1,0.382141795409577
